0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0
5,4,1,0,2,0,0,1,5,5,0,4,74,0,0,0,3,0,0,1
0,0,0,0,0,0,0,14,1,0,0,0,0,0,3,0,0,0,0,0
0,0,3,2,2,0,1,0,0,0,6,2,4,7,0,0,0,0,0,3
7,0,1,1,1,0,0,1,0,0,1,1,0,0,1,5,0,0,0,0
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2
0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,4,0,0,0,6
0,0,0,0,0,13,0,5,1,3,0,7,0,1,0,1,1,0,0,2
1,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,2,0
0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,2,0,0,0,1,0,1,7,0,2,0,0,0,1,0,0,4
2,0,0,1,0,0,0,4,8,1,0,1,2,2,7,0,0,0,0,0
43,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,0,1,2,0
0,0,1,0,0,0,0,0,0,0,11,0,2,0,1,0,0,0,22,0
0,2,33,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4
3,7,1,1,0,0,6,5,0,4,0,0,0,2,3,2,5,0,3,4
0,1,1,3,0,0,1,0,0,0,4,2,2,0,0,0,1,0,0,0
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,23,0,0,0,7
5,0,0,1,0,2,1,33,0,13,1,1,0,0,28,0,29,1,0,14
2,0,0,0,1,1,0,1,2,10,0,0,1,0,0,0,1,0,0,3
0,0,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3
0,0,0,0,3,0,1,0,1,1,2,0,0,0,0,0,0,0,11,1
0,0,0,0,50,0,0,0,0,0,5,1,2,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,2,8,0,0,1,0,0,2,0,0,1
0,0,0,0,0,0,0,0,4,1,0,3,0,0,1,0,0,20,2,0
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2
0,1,8,1,6,0,0,2,0,7,3,1,0,1,0,16,0,1,10,0
0,0,0,3,0,0,0,1,51,0,2,0,0,0,0,0,0,0,0,0
21,0,3,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,7,3
0,0,2,1,0,0,0,0,0,0,7,2,0,1,0,0,1,0,0,0
5,2,0,0,6,1,0,0,0,8,0,0,0,0,1,24,0,0,1,2
0,1,0,0,1,0,0,15,0,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,3,0,0,0,0,1,4,0,0,0,0,10,0,0,0,0
0,0,1,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0
0,2,0,3,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,15
1,11,0,0,0,17,0,4,2,4,0,8,0,0,0,0,3,7,1,0
0,1,2,2,0,0,0,0,1,0,3,0,0,5,0,5,0,0,3,2
0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,2,0,0,0
0,0,1,0,0,0,1,0,7,0,0,0,0,0,3,1,1,16,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0
0,3,0,0,0,0,0,16,1,1,1,2,0,1,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
0,0,0,0,0,0,0,0,0,10,0,0,18,0,0,1,2,0,0,0
2,8,0,0,0,14,0,5,0,2,0,0,4,0,0,0,0,1,0,2
0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,3,1,0,2,0
0,0,4,0,0,0,0,0,0,6,6,2,0,3,1,18,6,0,0,1
3,0,17,212,5,0,0,0,0,0,30,20,0,0,0,0,5,0,0,3
0,2,0,0,0,0,1,4,1,0,1,0,0,0,0,2,0,9,0,0
0,0,1,2,0,6,1,0,0,12,2,6,0,0,0,0,30,1,0,0
24,0,3,0,0,2,0,0,1,8,0,16,5,0,0,7,0,6,0,32
0,0,2,9,2,0,0,0,0,0,21,2,6,0,2,2,2,1,0,5
0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,3,0,0,8,0,0,0,0,2,0,0
0,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,6,0,0,0,0,0,1,0,0,3,0,6,0,1,0
3,0,0,0,7,0,0,3,0,0,18,4,0,1,0,3,0,0,0,6
0,2,1,0,0,1,0,0,4,1,0,0,0,2,1,0,3,0,1,0
0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
0,2,4,1,0,0,0,0,0,0,2,0,2,6,0,0,1,1,2,1
0,0,1,18,0,0,0,3,0,5,9,2,0,5,0,1,0,0,0,4
1,0,7,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,1,5
0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,2,0,0
0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,11,2,0,0,0,1,0,5,0,2,0,0,0,2,0,0,2
0,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2,0,9,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,16,0
0,1,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,0,1
0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,18,0
3,0,36,0,0,0,2,1,0,7,7,5,2,3,0,1,1,0,0,0
0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,4,2,0,0,0,0,2,2,8,1,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,1,0,0,15,2
2,0,0,0,4,17,2,4,3,5,0,0,0,0,30,0,0,2,0,0
0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,13,0,0,1,0,2,0,0,0,1,0,0,3,0
0,57,3,0,0,110,1,69,0,2,0,123,4,0,12,0,27,54,0,17
0,3,0,1,0,0,5,2,0,1,0,5,0,0,8,0,0,0,1,6
0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,1,2,0,2,0,0,0,0,0,24,0
1,0,0,0,0,1,17,0,5,0,0,4,1,0,0,5,4,0,2,16
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0
3,1,17,0,0,0,0,0,0,11,2,0,0,2,0,1,6,0,0,8
0,1,1,0,0,0,0,0,0,4,0,0,0,3,2,0,1,0,0,1
0,1,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,3,6,4,7,1,1,3,0,6,0,0,1,0,3
4,0,4,6,3,0,0,0,0,0,15,3,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,3,0,0,0,2,1,0,0,0,5,0,0,0,1,0,0,0,1,0
1,4,0,0,0,0,0,1,5,1,1,1,0,0,1,0,0,0,0,1
0,1,0,6,0,0,137,0,0,0,25,0,2,0,0,1,2,0,0,0
0,8,0,0,0,4,0,0,0,0,0,0,11,0,0,0,2,0,0,0
0,0,0,0,0,55,0,0,2,1,0,6,0,0,4,0,1,0,0,2
0,5,0,0,0,17,0,0,2,6,0,2,0,0,0,0,4,0,0,0
2,3,0,1,78,0,0,0,1,5,14,8,2,1,0,0,19,0,0,17
0,3,1,0,0,0,0,1,0,0,0,6,2,0,0,0,1,0,0,2
6,0,19,0,0,2,0,4,2,0,37,0,0,3,12,11,9,3,0,3
3,6,3,1,1,0,0,1,3,0,0,0,2,0,2,0,4,0,0,12
0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
0,0,22,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,19,0
0,0,1,0,0,0,0,0,0,7,4,0,0,3,0,9,6,0,0,0
2,0,1,0,1,1,1,0,1,2,0,0,0,0,1,0,1,0,12,8
3,0,0,0,4,0,0,0,0,0,2,2,0,0,0,14,0,0,1,0
0,20,0,0,0,3,0,3,7,3,0,0,1,0,0,0,0,0,4,4
0,1,2,1,0,4,10,0,3,7,0,1,0,0,0,5,0,0,0,2
5,1,0,0,0,1,0,7,0,7,0,0,0,1,0,0,2,0,0,0
13,0,43,3,0,0,2,0,3,3,38,6,5,16,0,6,6,0,1,0
0,2,0,0,0,0,0,0,0,3,0,4,0,0,1,4,4,1,1,5
1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,14,0,0
1,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,9,0,0,0
0,0,11,0,0,0,0,0,0,0,3,26,2,44,0,0,0,0,0,5
3,1,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0
0,0,3,0,0,0,0,4,1,3,0,0,3,0,2,4,11,0,1,2
4,0,0,0,0,0,0,2,0,3,0,3,1,0,1,1,1,1,0,3
0,0,0,0,1,1,1,0,0,1,0,4,0,0,0,1,0,0,0,0
0,0,0,0,0,3,0,1,4,0,1,4,0,0,0,0,2,0,0,0
4,5,0,4,0,1,0,1,0,3,0,10,0,1,1,3,0,1,0,0
1,0,0,7,4,0,0,1,0,3,3,0,0,0,0,0,11,0,0,0
1,0,0,0,0,0,0,0,2,0,0,2,28,0,0,0,0,1,0,5
2,0,0,0,31,0,0,0,0,4,0,5,0,0,0,1,0,0,10,2
1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1,0,0,0,10,1,0,0,0,9,4,0,0,0,0,7,0,0,0,3
0,0,1,1,1,7,0,0,1,1,8,0,0,0,1,2,0,0,1,3
3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,4,0,0,0,0,2,0,19,0,0,0,16,1,0,0,0,1,8
0,0,0,0,0,3,0,3,1,7,0,0,0,1,1,0,1,15,2,3
0,0,5,2,0,0,0,4,0,1,5,6,0,6,0,1,4,0,0,1
0,2,1,22,6,0,5,0,1,10,15,1,0,0,0,1,2,0,0,4
0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
0,1,0,0,0,2,0,8,0,8,0,0,0,0,1,1,0,0,0,3
2,0,0,1,0,0,0,24,2,0,0,0,0,0,1,0,0,0,1,0
2,0,1,0,0,4,0,0,0,2,0,3,2,0,5,22,4,0,0,11
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,2
6,1,0,0,0,0,0,0,0,3,0,1,0,6,2,0,0,1,0,3
5,16,6,0,0,29,0,97,13,7,0,28,1,4,0,8,6,3,0,21
0,5,0,0,0,5,0,0,0,0,0,5,1,0,0,0,1,1,0,1
0,10,0,0,0,0,0,5,1,0,0,17,4,1,11,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,4
1,0,2,0,0,1,0,3,2,5,1,2,0,0,0,0,15,3,0,12
0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
2,13,0,0,0,0,0,5,5,2,0,2,3,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,4,0,0,1,2,32,0,8,0,0,11
1,0,0,5,0,1,0,0,0,0,1,0,0,25,0,0,1,0,0,3
13,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,24,3
0,4,0,0,3,0,0,2,0,0,0,0,10,1,1,0,1,23,0,3
1,0,2,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,3,0
0,0,0,0,0,0,0,4,0,0,1,0,2,0,9,0,0,1,3,1
1,0,0,0,0,3,0,4,0,0,0,0,3,0,1,0,0,0,0,2
0,0,4,0,1,0,1,0,0,1,2,0,5,2,0,1,1,3,0,1
1,9,1,5,0,43,0,29,0,0,0,33,3,0,2,2,12,66,0,22
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,1,0,0,0,4,1,4,0,0,23,0,2,0,0,7
8,5,0,1,5,0,0,0,2,0,27,1,0,0,0,0,0,2,11,11
0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
0,0,1,6,1,1,0,0,1,9,3,0,4,2,0,0,1,0,0,14
0,0,0,0,0,0,0,0,0,18,2,4,0,0,0,0,1,0,0,2
0,1,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,1,0,10
0,0,0,0,0,9,0,1,0,8,0,0,0,0,0,0,3,0,0,0
0,0,4,0,3,0,0,0,0,0,20,0,2,1,0,0,0,0,0,0
1,0,4,1,7,0,0,0,1,0,6,3,1,0,0,9,0,0,17,8
2,0,0,14,3,0,0,0,0,5,2,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,20,0,0,6,0,0,0,0,0,5,0,3
2,8,0,0,0,0,0,18,2,0,0,19,0,1,1,0,3,11,0,5
0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0
16,0,1,0,0,0,0,0,0,0,4,4,0,10,0,4,2,0,20,0
5,0,9,7,0,3,0,0,0,0,1,0,1,16,0,0,2,0,0,0
1,1,0,0,0,0,1,0,0,7,0,1,4,0,1,0,0,18,0,1
0,0,14,0,0,0,0,0,0,1,0,1,0,17,0,0,0,0,6,12
3,1,1,0,0,0,1,4,2,0,0,5,0,5,1,1,0,0,0,13
2,0,0,0,0,2,0,0,1,3,4,7,0,6,31,1,6,0,0,14
4,2,0,9,11,2,1,0,0,5,0,5,0,0,0,1,2,0,0,0
0,8,1,0,0,15,0,5,0,2,0,0,2,0,3,0,7,10,0,2
5,16,4,0,0,4,1,16,0,0,3,1,0,0,1,0,0,0,10,36
0,0,0,3,0,0,5,6,0,0,0,0,0,0,0,1,2,0,0,0
4,0,1,0,0,4,0,0,6,9,0,1,0,47,0,0,0,0,0,15
1,2,0,1,0,0,0,0,0,9,2,0,0,4,0,0,0,0,1,1
1,10,2,0,0,0,1,0,0,4,1,0,3,0,0,0,0,2,0,0
0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,9,1,0,2
0,1,0,0,35,0,0,0,1,1,8,3,0,0,0,1,0,0,1,0
0,9,0,0,0,0,0,0,0,11,0,0,2,0,0,2,1,0,0,0
0,1,0,0,0,0,0,0,3,2,0,1,8,0,3,0,7,10,0,2
2,0,0,0,0,0,5,1,0,1,0,0,0,7,0,0,0,0,0,0
6,0,4,1,10,0,0,1,1,1,26,0,0,4,0,11,0,0,0,3
0,0,0,0,0,0,0,4,0,11,0,1,0,1,11,0,0,0,0,1
1,0,9,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,20,0
0,0,0,1,0,0,0,0,0,3,12,0,2,1,0,2,0,0,0,0
2,0,0,0,0,0,2,4,0,0,0,0,2,0,1,0,1,3,0,1
31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,0,2,1,3,0,1,5,0,2,6,2,6,0,0
0,1,0,0,4,0,2,0,1,13,1,0,1,26,1,0,6,0,0,8
0,0,0,0,1,0,2,0,0,4,0,1,1,4,0,1,0,0,0,0
